,ID,Name,FoodPreference,Age,Sex,Kitchen,Kitchen_Story,Kitchen_Longitude,Kitchen_Latitude,ID_2,Name_2,Age_2,Sex_2
181,b6c1b7da-4794-438b-8b37-da3d4956cd4b,Person182,vegan,21,female,yes,,8.707346009513081,50.58878300951308,b756f4e5-bee0-4d84-a5e0-88123ae46d40,Personx70,26.0,female
182,b7df2ceb-3a4c-4957-aac8-a07e2d51b263,Person183,veggie,24,female,no,1.0,,,,,,
183,bcef484e-2c8e-4b4c-b84b-27ed18e82492,Person184,vegan,24,female,yes,2.0,8.671538236138767,50.57300523613877,d84b6edc-8d90-4346-b288-f17717c55740,Personx71,24.0,female
184,bec6bef2-5b6c-4d23-a212-891aa398b3f9,Person185,none,23,female,no,,,,,,,
185,bf5b7571-072c-49fd-a0f5-a1ac55b05d03,Person186,meat,31,male,no,,,,,,,
186,bff34ea9-0833-4160-b5d8-276f0b1bccf8,Person187,vegan,22,female,yes,4.0,8.671548852531592,50.590808852531595,,,,
187,c35d6334-64fe-4c35-b365-2978619a282c,Person188,none,24,female,no,2.0,,,,,,
188,c4348e9d-9d58-4552-83f5-18e73703a62c,Person189,vegan,27,female,yes,1.0,8.667047732873854,50.58279563287387,,,,
189,c7d52697-2e5a-48be-8c04-ebb71a6b28a6,Person190,veggie,22,female,yes,1.0,8.667047732873854,50.58279563287387,eb0d0000-ef4c-422a-a620-3a5f7e196337,Personx72,25.0,male
190,c8ba609a-9cda-40aa-91e1-9be84a15c497,Person191,none,26,male,maybe,,8.689115693797275,50.60129999379728,,,,
191,cbaa00f5-a68c-4d50-be92-7b470bf1d4f7,Person192,meat,26,female,no,1.0,,,,,,
192,cc289374-e973-48f3-9d6e-306de123bbdd,Person193,none,26,male,maybe,1.0,8.681216602209107,50.5775551022091,,,,
193,ce005944-7e23-45fe-ac75-23e0727599f5,Person194,veggie,25,female,no,2.0,,,,,,
194,cf202dd3-5dfa-4e53-aa9c-75950ba876a9,Person195,veggie,20,female,yes,1.0,8.690842318196824,50.58499141819682,,,,
195,cf20790f-5f2f-4423-ab25-ad1484979a27,Person196,none,25,male,yes,1.0,8.65772146601726,50.57093176601726,,,,
196,cf376b5d-8ae8-48fa-8ccd-3bcf4ac61c77,Person197,none,24,female,yes,2.0,8.683673316074112,50.595896616074114,,,,
197,cf57e825-66f1-43f6-ada2-e5705f6ead83,Person198,veggie,26,male,yes,1.0,8.681194363620625,50.582011463620624,,,,
198,cf807c01-31d5-433b-8c0a-bccb8c283d54,Person199,none,23,male,yes,2.0,8.675937684874144,50.59345798487414,,,,
199,d02f8e07-58f9-4acb-b060-9356880bf7db,Person200,veggie,23,female,no,,,,,,,
200,d13ab71d-84a4-493c-b2b5-b22d9952cbcc,Person201,none,24,female,yes,1.0,8.658652129889349,50.57186242988934,,,,
201,d1d4d524-4500-45a6-9430-f132a7ba7c42,Person202,veggie,29,male,no,3.0,,,,,,
202,d24ab236-1ed5-4e0e-befd-1238f7480515,Person203,meat,29,male,no,,,,,,,
203,d3099057-9219-454b-8702-f266a880d675,Person204,veggie,28,male,yes,,8.698584217770424,50.58606791777043,,,,
204,d512769c-54c9-457e-93a1-39ced215fd9f,Person205,veggie,24,female,yes,,8.69492300060721,50.60530490060721,,,,
205,d5592409-b91b-402c-9774-4cd02fcd8068,Person206,none,25,male,yes,1.0,8.709418000560788,50.58189800056079,,,,
206,d63e77ab-c3e1-4e80-aeca-457790747460,Person207,veggie,26,female,no,3.0,,,,,,
207,d733a278-b99f-4a3f-a781-ee34e9825f56,Person208,none,25,male,no,,,,,,,
208,d8ec89b6-f4ca-437a-90f1-462dd5176282,Person209,meat,33,male,no,,,,,,,
209,da246ba8-1aab-4662-ab3e-076cf086ffe5,Person210,veggie,22,female,maybe,2.0,8.68155454839554,50.58184724839554,,,,
210,dc9b0d57-bca1-4e1a-ae99-8bb8775f4ec2,Person211,veggie,27,female,yes,4.0,8.694084936773008,50.584194536773,,,,
211,df58025e-8df1-46fd-a005-a339e2e1112a,Person212,none,22,female,yes,1.0,8.686040586618924,50.58646798661892,,,,
212,e12fbee0-5921-4599-95c2-4e875a17b5ea,Person213,veggie,19,female,maybe,3.0,8.671049007062663,50.585202807062664,,,,
213,e2066b1c-9b5a-47bd-a679-b4371a1c8999,Person214,vegan,23,female,maybe,2.0,8.676411948295385,50.58098194829539,,,,
214,e3342b6f-2122-4048-a4c1-0316bcd661fe,Person215,none,29,male,yes,2.0,8.70259909717049,50.58946689717049,,,,
215,e483fee3-7479-49dc-b210-cab1591ff58d,Person216,veggie,29,female,yes,2.0,8.669050525274022,50.58128902527402,,,,
216,e4a03246-7bdf-48ab-9e67-15a34a06e584,Person217,none,22,female,yes,2.0,8.687233052727542,50.598128052727546,,,,
217,e64132d7-0358-4c24-b0a3-c30c6a70555e,Person218,none,26,male,no,,,,,,,
218,e82e3179-a0fa-4ee8-b5b0-f301f97158d6,Person219,none,25,female,yes,,8.677227638993099,50.5782781389931,,,,
219,e97364e4-aa35-463e-a9b5-17c65143e584,Person220,none,28,male,no,2.0,,,,,,
220,ea2869c2-4c8b-4422-af97-6aa0ed86b1df,Person221,veggie,23,female,no,1.0,8.675148091375458,50.578069691375454,,,,
221,ea6d9bcc-3058-4528-995f-006e8e876914,Person222,veggie,23,female,no,-1.0,,,,,,
222,eb01fd94-6299-4616-90be-5b50b962321e,Person223,none,25,male,maybe,,8.686014200624939,50.59846340062495,,,,
223,ecf9d8fc-0db5-4075-afb8-9b2a00c5bab3,Person224,none,24,male,maybe,3.0,8.684518874971834,50.57930597497183,,,,
224,eee79a0c-a1c6-4341-9b59-eadaffeea496,Person225,veggie,20,female,maybe,3.0,8.674644627436523,50.59540462743652,,,,
225,f020a745-e707-427a-9a4c-c4241ec6fc5e,Person226,veggie,26,male,maybe,2.0,8.676182964119043,50.58731286411904,,,,
226,f2b6ea7e-3e9d-465b-b328-c55d6ab9465a,Person227,none,25,male,maybe,3.0,8.68151506608149,50.59463476608149,,,,
227,f2f848e8-96d0-40e2-a7f8-7cd3751769ed,Person228,veggie,22,female,yes,5.0,8.675847472405028,50.57733957240503,fdc3673e-210f-4938-a7ef-f31a99574b29,Personx73,20.0,female
228,f3cb3919-3b61-4e48-ad21-8fe3187afed1,Person229,none,23,female,yes,1.0,8.683892496066427,50.588605196066425,,,,
229,f4651d55-e8f0-4d38-b0b8-6d69fac12494,Person230,none,26,male,maybe,3.0,8.672507551495851,50.58594115149584,,,,
230,f679cffa-811a-4265-bac2-60f12a542e5d,Person231,veggie,21,male,yes,4.0,8.705518693858256,50.58904869385827,,,,
231,f6afb0b2-752f-4c4d-a419-14fd0cd27a8e,Person232,none,25,male,yes,1.0,8.68238010723739,50.58709280723739,,,,
232,f6d28393-fb4a-4d9a-94af-78b35cd31b59,Person233,veggie,27,male,no,4.0,,,,,,
233,f8b7bae4-d711-488a-8041-fdcd1286777f,Person234,meat,30,male,yes,2.0,8.674385041595894,50.581491541595895,,,,
234,fcc4c645-dc03-4687-a0bd-18e3d3c610d3,Person235,vegan,24,male,no,3.0,,,,,,
235,fe47cfc7-d16a-49e6-ad3d-2284a2d85c71,Person236,vegan,28,male,yes,,8.661138031574977,50.576691831574976,,,,
236,ffaec9d9-b787-492a-a63d-01ef80a9cd11,Person237,veggie,24,female,yes,2.0,8.680194447739904,50.59294844773991,,,,
